26.591124,33.14172,42.53723,23.18875,145.3739,62.515617,30.47082,144.92368,124.17704,34.654747,152.3267,83.20551,44.19637,147.04684,47.380833,0.0
40.638103,35.928535,46.663612,22.852032,144.33495,68.955215,30.381624,144.22073,129.57225,35.418102,151.41461,87.26525,50.198944,141.61055,65.99623,0.0
38.37753,33.71673,49.0648,23.9786,140.87546,69.21215,32.742153,140.88707,113.63023,37.14611,148.52089,81.34533,52.85914,138.57068,61.481544,0.0
25.452318,32.152004,49.736557,36.77045,129.70038,76.73756,46.053528,129.12256,109.45509,49.414936,135.59679,84.44221,67.717804,123.88172,62.39232,0.0
16.554996,25.242641,49.344242,53.82048,116.11266,68.42624,69.27233,109.132935,101.69338,72.6666,114.35383,85.92363,83.39486,109.448685,63.83026,0.0
15.4906435,8.384458,44.097187,89.71569,86.41675,64.58708,102.26237,81.59341,83.003044,104.54293,85.14433,79.86138,101.751915,87.266594,73.88408,0.0
20.463312,7.571519,18.750284,90.304184,88.331696,51.54092,94.03536,92.29132,61.81057,95.81972,92.553314,64.253685,91.02268,92.48924,66.196205,0.0
16.05042,6.477369,51.271057,92.82121,80.45659,51.36069,105.86471,79.761154,65.595245,112.4535,80.383865,75.112854,115.8175,76.87571,82.69967,0.0
11.480412,10.080158,89.441765,99.52112,65.488976,51.775047,113.74578,65.185486,66.44769,120.232544,68.20593,83.2753,125.6787,59.07043,107.14116,0.0
10.030559,15.364746,108.073654,107.000114,55.86029,49.605274,122.62408,54.8292,69.323715,129.09554,57.091187,91.031044,135.52567,39.66028,128.28188,0.0
13.335468,19.824411,79.327736,104.23533,56.235268,40.002388,127.44425,46.718338,95.99941,134.77992,48.08717,110.336044,140.06458,38.655025,101.39404,0.0
21.634481,26.589085,69.53593,85.56119,78.49382,66.173836,118.29003,54.262745,119.5009,115.36282,66.41676,105.75696,111.77767,73.80673,70.279816,0.0
21.224634,31.038397,55.33236,51.710598,113.49622,88.85247,61.811264,112.86296,133.12187,57.97727,127.03156,103.120415,75.229,114.62967,72.20927,0.0
26.498005,35.73013,50.24639,39.17323,126.24146,86.51617,47.8624,127.871635,130.74771,44.511093,142.55922,97.67506,55.114265,136.64458,61.626015,0.0
31.788706,38.167046,50.38864,36.405697,128.88924,90.29086,39.070496,137.75256,143.64395,39.221436,150.29752,92.317535,49.00497,144.29478,72.26707,0.0
32.54944,39.452316,54.95127,45.752167,119.90603,35.983967,48.900673,128.45952,140.73315,50.572174,138.32942,89.80325,40.977734,151.53903,56.9953,0.0
32.560184,46.011784,50.51547,114.73596,40.67311,70.73692,136.93718,36.12389,158.64877,125.18044,59.147034,116.72368,118.05103,63.90243,81.58631,0.0
32.60232,44.984657,51.791092,111.085556,45.308666,58.42262,135.10803,39.199165,155.06471,122.05834,63.142338,114.06154,113.54189,69.285034,79.78939,0.0
31.985481,42.56382,48.867214,98.06037,64.62264,55.49085,115.17438,62.136253,152.22043,98.69772,88.47549,105.732864,90.826416,94.72292,78.62467,0.0
34.33811,41.236744,48.92037,65.8896,99.15648,56.204666,82.570885,96.03562,139.59059,75.76371,113.56013,92.04978,67.26156,121.35818,67.19472,0.0
30.999174,39.08555,38.791718,37.904243,139.32393,6.056914,36.125343,147.9788,113.1516,37.267914,156.15962,62.337852,27.545141,168.73616,37.746357,0.0
46.8797,37.853447,34.7675,42.06939,135.19595,8.01197,40.23373,146.43521,46.963905,39.10671,154.95578,42.466805,31.190691,162.348,32.10094,0.0
55.250107,38.565254,25.711262,89.839905,95.364174,50.905636,91.74438,98.83283,61.8481,85.38573,104.45047,60.65633,70.955574,107.421684,59.641747,0.0
57.103157,34.020157,13.041392,91.987724,73.739365,52.302525,95.0771,93.90363,59.359238,92.38981,97.96871,59.183002,88.26281,90.162704,53.31037,0.0
